Index,job_title,mean_sal_est,company,Location,State,col_state,Headquarters,Size,Founded,Industry
1189,Data Analyst Junior,$72 ,"Staffigo Technical Services, LLC
5.0","Wilmington, DE",DE,101.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
1190,Business Intelligence and Data Sciences Analyst,$72 ,"TE Connectivity
3.6","Berwyn, PA",PA,98.9,"Schaffhausen, Switzerland",10000+ employees,2007,Electrical & Electronic Manufacturing
1191,Sr Business Analyst (Data Quality),$72 ,"Freedom Mortgage
4.2","Marlton, NJ",NJ,102,"Mount Laurel, NJ",1001 to 5000 employees,1990,Investment Banking & Asset Management
1192,Healthcare Data Analytics Analyst Senior,$72 ,"AmeriHealth Caritas
3.1","Philadelphia, PA",PA,98.9,"Philadelphia, PA",5001 to 10000 employees,1983,Insurance Carriers
1193,"Mid Level Data Analyst / BI Engineer - Looker, Python, Client Facing",$72 ,"Management Decisions, Inc.
1.6","Philadelphia, PA",PA,98.9,"Milwaukee, WI",1 to 50 employees,-1,Advertising & Marketing
1194,Technical Business Analyst (Data Warehouse),$72 ,"Piper Companies
4.5","Horsham, PA",PA,98.9,"Mc Lean, VA",201 to 500 employees,2011,Staffing & Outsourcing
1195,Data Link Analyst,$72 ,"Future Technologies Inc.
3.3","Moorestown, NJ",NJ,102,"Plainfield, NJ",1001 to 5000 employees,-1,Accounting
1196,"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE",$72 ,"BNY Mellon
3.2","Wilmington, DE",DE,101.3,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management
1197,Technical Business Analyst (Data Warehouse),$72 ,"Zachary Piper Solutions, LLC
3.9","Horsham, PA",PA,98.9,"Mc Lean, VA",51 to 200 employees,2011,Enterprise Software & Network Solutions
1198,Certified Tumor Registrar/Data Analyst [CTR and experience required],$72 ,"Fox Chase Cancer Center
4.0","Philadelphia, PA",PA,98.9,"Philadelphia, PA",1001 to 5000 employees,1974,Health Care Services & Hospitals
1199,Data Center Migration PMO Analyst/PMO Lead,$72 ,"Kforce
4.1","Wilmington, DE",DE,101.3,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1200,Data Center Migration PMO Analyst/PMO Lead,$72 ,Kforce Technology Staffing,"Wilmington, DE",DE,101.3,-1,-1,-1,-1
2183,Senior Data Quality Analyst,$70 ,"Ibotta
3.5","Denver, CO",CO,118.7,"Denver, CO",501 to 1000 employees,2012,Internet
2184,Data Analyst,$70 ,"TA Digital
3.7","Centennial, CO",CO,118.7,"Newark, CA",501 to 1000 employees,2000,Computer Hardware & Software
2185,DMV/DC Data Services Analyst - Analyst II,$70 ,"State of Colorado
3.3","Denver, CO",CO,118.7,"Denver, CO",10000+ employees,-1,State & Regional Agencies
2186,Data Analyst/Data engineer/Data Management,$70 ,"Collabera
4.1","Greenwood Village, Arapahoe, CO",CO,118.7,"Basking Ridge, NJ",10000+ employees,1991,IT Services
2187,Data Experience Analyst,$70 ,"Charles Schwab Corporation
3.6","Lone Tree, CO",CO,118.7,"San Francisco, CA",10000+ employees,1973,Investment Banking & Asset Management
2188,Data Analyst,$70 ,"Quicksilver Scientific, Inc
3.1","Louisville, CO",CO,118.7,"Louisville, CO",51 to 200 employees,2007,Health Care Products Manufacturing
2189,Procurement Data Analyst,$70 ,"Lockheed Martin
3.8","Englewood, CO",CO,118.7,"Bethesda, MD",10000+ employees,1995,Aerospace & Defense
2190,Mutual Fund Data Analyst (JR1013810) - Contract,$70 ,"Broadridge
3.5","Denver, CO",CO,118.7,"Lake Success, NY",10000+ employees,2007,Financial Transaction Processing
2191,Data Science Analyst,$70 ,"xentity corporation
5.0","Denver, CO",CO,118.7,"Lakewood, CO",51 to 200 employees,2001,IT Services
2192,Data Analyst,$70 ,Private,"Aurora, CO",CO,118.7,-1,-1,-1,-1
2193,Data Analyst,$70 ,"Kforce
4.1","Denver, CO",CO,118.7,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
2194,GAO Analyst (Data Analysis),$70 ,"Government Accountability Office
3.5","Denver, CO",CO,118.7,"Washington, DC",1001 to 5000 employees,1921,Federal Agencies
2195,IT Data Analyst,$70 ,"Century Communities
3.5","Greenwood Village, Arapahoe, CO",CO,118.7,"Greenwood Village, CO",501 to 1000 employees,2002,Construction
2196,Lead Geophysical Data Analyst,$70 ,"Weston Solutions
3.6","Lakewood, CO",CO,118.7,"West Chester, PA",1001 to 5000 employees,1957,Oil & Gas Services
2197,Data Analyst,$70 ,"Voca
4.7","Centennial, CO",CO,118.7,"Rochester, MN",201 to 500 employees,2005,Staffing & Outsourcing
2198,Data Analyst- Growth Operations,$70 ,"RxRevu
3.0","Denver, CO",CO,118.7,"Denver, CO",1 to 50 employees,-1,Health Care Services & Hospitals
2199,"Associate Business Analyst, Data Provisioning",$70 ,"Recondo Technology
3.5","Denver, CO",CO,118.7,"Denver, CO",51 to 200 employees,2007,Enterprise Software & Network Solutions
2200,Data Analyst,$70 ,"TechAspect Solutions, Inc. dba TA Digital","Centennial, CO",CO,118.7,-1,-1,-1,-1
2201,Technical Lead- I Data Analyst,$70 ,"Y-Axis Inc
2.6","Denver, CO",CO,118.7,"West Windsor, NJ",1 to 50 employees,-1,Consulting
2202,Financial Data Analyst,$70 ,Black Knight Financial Technology Solutions,"Denver, CO",CO,118.7,-1,-1,-1,-1
2203,Data Analyst,$70 ,"ClientSolv Technologies
3.3","Broomfield, CO",CO,118.7,"Greenwood Village, CO",51 to 200 employees,1994,IT Services
2204,DMV/DC Data Services Analyst – Analyst II,$70 ,"State of Colorado
3.3","Lakewood, CO",CO,118.7,"Denver, CO",10000+ employees,-1,State & Regional Agencies
2205,Data Security Analyst,$70 ,"Avacend, Inc.
2.5","Denver, CO",CO,118.7,"Alpharetta, GA",51 to 200 employees,-1,Staffing & Outsourcing
2206,Marketing Data Analyst,$70 ,"Goldstone Partners
5.0","Boulder, CO",CO,118.7,"Denver, CO",1 to 50 employees,-1,Staffing & Outsourcing
2207,Data Analyst,$70 ,"xentity corporation
5.0","Denver, CO",CO,118.7,"Lakewood, CO",51 to 200 employees,2001,IT Services
2208,Data Analyst (W2 Contract Position),$70 ,"Infotree Service Inc
3.7","Englewood, CO",CO,118.7,"Canton, MI",51 to 200 employees,2004,Advertising & Marketing
2209,SQL Data Analyst / ETL Developer,$70 ,"Unison Systems Inc.
4.0","Englewood, CO",CO,118.7,"Greenwood Village, CO",1 to 50 employees,-1,-1
2210,"{""title"":""GAO Analyst (Data Analysis)"",""extended"":{""opening_type"":null}}",$70 ,"Legislative Branch
4.3","Denver, CO",CO,118.7,"Atlanta, GA",501 to 1000 employees,1789,State & Regional Agencies
60,"Data Analyst, Revenue Analytics",$70 ,"Ro
4.8","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,2017,Health Care Services & Hospitals
61,Data Analyst - Data Acquisition / Data Lineage,$70 ,"Perficient
3.6","New York, NY",NY,100.1,"Saint Louis, MO",1001 to 5000 employees,1998,IT Services
62,Data Analyst - Data Scanning utilizing Rochade,$70 ,"Perficient
3.6","New York, NY",NY,100.1,"Saint Louis, MO",1001 to 5000 employees,1998,IT Services
63,Data Analyst - Stitching,$70 ,"Perficient
3.6","New York, NY",NY,100.1,"Saint Louis, MO",1001 to 5000 employees,1998,IT Services
64,Junior Data Analyst,$70 ,"Kforce
4.1","New York, NY",NY,100.1,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
65,"Data Analyst, Retail Media",$70 ,"Criteo
3.9","New York, NY",NY,100.1,"Paris, France",1001 to 5000 employees,2005,Internet
66,Data Analyst,$70 ,"Royal Communications
3.0","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,-1,IT Services
67,Portfolio Data Analyst,$70 ,"Neuberger Berman
3.7","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,1939,Investment Banking & Asset Management
68,Data Science Analyst,$70 ,Greater New York Mutual Insurance Companies (GNY),"New York, NY",NY,100.1,-1,-1,-1,-1
69,Data/Reporting Analyst,$70 ,"Diverse Lynx
3.9","New York, NY",NY,100.1,"Princeton, NJ",501 to 1000 employees,2002,IT Services
70,Data Analyst 2,$70 ,"eTeam Inc.
3.7","New York, NY",NY,100.1,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing
71,Entry Level Data Analyst,$70 ,impakt Advisors,"New York, NY",NY,100.1,"New York, NY",1 to 50 employees,-1,Consulting
72,Marketing Data Analyst,$70 ,"Current
3.6","New York, NY",NY,100.1,"Colorado Springs, CO",201 to 500 employees,-1,-1
73,Data/Information Mgt Analyst,$70 ,"Citi
3.7","New York, NY",NY,100.1,"New York, NY",10000+ employees,1812,Investment Banking & Asset Management
74,Business Data Analyst,$70 ,"Axelon Services Corporation
3.6","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,-1,Staffing & Outsourcing
75,Information Systems Officer (Data Analyst),$70 ,"United Nations
4.1","New York, NY",NY,100.1,"New York, NY",10000+ employees,1945,Federal Agencies
76,Media Science Big Data Analyst,$70 ,"Discovery Communications, Inc.
3.5","New York, NY",NY,100.1,"New York, NY",10000+ employees,1985,TV Broadcast & Cable Networks
77,Data Analyst,$70 ,"Randstad
3.7","Jersey City, NJ",NJ,102,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing
78,Data Analyst,$70 ,"Mulberry Technology
5.0","New York, NY",NY,100.1,"New York, NY (US), NY",1 to 50 employees,-1,-1
79,Data analyst with Python,$70 ,"Two95 International Inc.
4.0","New York, NY",NY,100.1,"Cherry Hill, NJ",1 to 50 employees,-1,Staffing & Outsourcing
80,Data Analyst,$70 ,"SoftStandard Solutions
4.8","New York, NY",NY,100.1,"Fremont, CA",51 to 200 employees,-1,-1
81,Data Analyst,$70 ,"EDO, Inc.
5.0","New York, NY",NY,100.1,"Los Angeles, CA",1 to 50 employees,-1,Internet
82,"Healthcare Data Analyst, Qsight",$70 ,"Guidepoint
3.3","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,2003,Research & Development
83,BA/Data Analyst,$70 ,"Mitchell Martin
4.1","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,1984,Staffing & Outsourcing
84,Data Analyst Python,$70 ,"Lorven Technologies Inc
4.0","New York, NY",NY,100.1,"Plainsboro, NJ",1 to 50 employees,-1,Accounting
85,"Data Analyst, Bitcoin Trading Firm",$70 ,Fintech Recruiters,"New York, NY",NY,100.1,"Dublin, Ireland",Unknown,-1,-1
86,Data Analyst-BA,$70 ,"Sphinix Network Solutions Inc.
1.0","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,-1,IT Services
87,Data Analytics Solutions Analyst,$70 ,"Praescient Analytics
3.1","New York, NY",NY,100.1,"Alexandria, VA",51 to 200 employees,2011,Consulting
88,Quantitative Data Analyst,$70 ,"Global Atlantic Financial Group
4.5","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,2004,Insurance Carriers
89,Data Analyst,$70 ,"FINRA
3.4","New York, NY",NY,100.1,"Washington, DC",1001 to 5000 employees,2007,Brokerage Services
90,Data Analyst,$69 ,NYU Langone Medical Center,"New York, NY",NY,100.1,-1,-1,-1,-1
91,"Descriptive Analytics Data Analyst, IB",$69 ,"Jefferies
3.6","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,1962,Investment Banking & Asset Management
92,Data Analyst,$69 ,"RGP
4.1","New York, NY",NY,100.1,"Irvine, CA",1001 to 5000 employees,1996,Consulting
93,Data Analyst,$69 ,"Tachyon Technologies
4.4","New York, NY",NY,100.1,"Irving, TX",201 to 500 employees,2011,IT Services
94,Data Analyst,$69 ,"Apex Systems
3.8","Jersey City, NJ",NJ,102,"Glen Allen, VA",1001 to 5000 employees,1995,Staffing & Outsourcing
95,Data Analyst,$69 ,"Hagerty Consulting
3.2","New York, NY",NY,100.1,"Evanston, IL",1 to 50 employees,-1,Consulting
96,Data Analyst,$69 ,Gainful Health,"New York, NY",NY,100.1,"San Mateo, CA",1 to 50 employees,-1,Food & Beverage Stores
97,Business Data Analyst,$69 ,"Cortex consultants LLC
3.8","New York, NY",NY,100.1,"North Brunswick, NJ",501 to 1000 employees,-1,Consulting
98,Data Analyst,$69 ,"Medly Pharmacy
4.7","Brooklyn, NY",NY,100.1,"Brooklyn, NY",201 to 500 employees,2017,Health Care Services & Hospitals
99,Healthcare Data Analyst,$69 ,"Fair Health
2.3","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,-1,-1
100,Supply Chain Data Analyst,$69 ,"Peloton Interactive
3.8","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,2012,"Health, Beauty, & Fitness"
101,Data Analyst - IBM Tool Set,$69 ,"ektello
4.6","New York, NY",NY,100.1,"Troy, MI",201 to 500 employees,2011,Staffing & Outsourcing
102,Analyst-Data Integrity,$69 ,"Premier, Inc.
3.0","New York, NY",NY,100.1,"Charlotte, NC",1001 to 5000 employees,1967,Health Care Services & Hospitals
103,"Reference Data Operations Analyst - Index Instrument, Associate",$69 ,"JPMorgan Chase
3.9","New York, NY",NY,100.1,"New York, NY",10000+ employees,1799,Investment Banking & Asset Management
104,Data Analyst,$69 ,"Fund for Public Health
3.0","Long Island City, NY",NY,100.1,"New York, NY",201 to 500 employees,-1,Social Assistance
105,Data & Service Health Analyst,$69 ,"BlueVoyant
4.2","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,-1,-1
106,Data/Systems Analyst,$69 ,"Crossfire Consulting Corporation
5.0","New York, NY",NY,100.1,"Yorktown Heights, NY",51 to 200 employees,-1,Consulting
107,Data Analyst,$69 ,"Reliable Software Resources
4.0","New York, NY",NY,100.1,"Northville, MI",501 to 1000 employees,2004,IT Services
108,Data Analyst,$69 ,Hyde Leadership Brooklyn,"Brooklyn, NY",NY,100.1,"Brooklyn, NY",51 to 200 employees,-1,-1
109,Data Analyst,$69 ,Vertex Intel Systems,"Jersey City, NJ",NJ,102,-1,-1,-1,-1
110,Data Analyst Intern,$69 ,"My Job Tank
3.6","Jersey City, NJ",NJ,102,"New York, NY",51 to 200 employees,-1,IT Services
111,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$69 ,"Cowen
3.7","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,1918,Investment Banking & Asset Management
112,Data Reporting Analyst,$69 ,"Robert Half
3.5","New York, NY",NY,100.1,"Menlo Park, CA",10000+ employees,1948,Staffing & Outsourcing
113,Data Analyst,$69 ,"FJA-US Inc.
2.8","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,1994,Computer Hardware & Software
114,Data Analyst,$69 ,"Averity
5.0","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,2014,Staffing & Outsourcing
115,Data Analyst,$69 ,"Capgemini
3.8","Jersey City, NJ",NJ,102,"Paris, France",10000+ employees,1967,Enterprise Software & Network Solutions
116,ERP Data Analyst,$69 ,"Wildlife Conservation Society
3.4","New York, NY",NY,100.1,"Bronx, NY",1001 to 5000 employees,1895,Social Assistance
117,Data Analyst,$69 ,"Asembia
3.6","Florham Park, NJ",NJ,102,"Florham Park, NJ",501 to 1000 employees,2004,Biotech & Pharmaceuticals
118,Healthcare Data/Reporting Analyst,$69 ,Vesta Healthcare,"New York, NY",NY,100.1,"New York, NY",1 to 50 employees,2018,Health Care Services & Hospitals
119,PBM Data Analyst,$69 ,"1199SEIU Funds
3.2","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,-1,Insurance Carriers
1026,Data Analyst/Engineer,$69 ,"The Accuro Group
3.0","Tempe, AZ",AZ,108.5,"Raleigh, NC",201 to 500 employees,2003,Staffing & Outsourcing
1027,Finance Data Analyst,$69 ,"TekCom Resources, Inc.
4.9","Phoenix, AZ",AZ,108.5,"King of Prussia, PA",51 to 200 employees,2005,Staffing & Outsourcing
1028,Data Analyst/Business Analyst with SQL,$69 ,"Diverse Lynx
3.9","Phoenix, AZ",AZ,108.5,"Princeton, NJ",501 to 1000 employees,2002,IT Services
1029,Financial Data Analyst,$69 ,"Na Ali'i
4.3","DC Ranch, AZ",AZ,108.5,"Honolulu, HI",201 to 500 employees,2003,Consulting
1030,Technical Business/Data Analyst,$69 ,"Capgemini America, Inc.","Tempe, AZ",AZ,108.5,-1,-1,-1,-1
1031,Accounting Data Analyst,$69 ,"Mastech Digital
4.5","Phoenix, AZ",AZ,108.5,"Moon Township, PA",1001 to 5000 employees,1986,Staffing & Outsourcing
1032,Data Analyst/Scientist Intern,$69 ,Minit Charger,"Tempe, AZ",AZ,108.5,"Cranbury, NJ",1 to 50 employees,-1,Enterprise Software & Network Solutions
1033,Senior Data Analyst,$69 ,Discount Tire Corporate Careers,"Scottsdale, AZ",AZ,108.5,-1,-1,-1,-1
1034,Data Engineer/Database Analyst/Data Analyst,$69 ,"Infotree Service Inc
3.7","Chandler, AZ",AZ,108.5,"Canton, MI",51 to 200 employees,2004,Advertising & Marketing
1035,Data System Analyst with SQL,$69 ,"Wilco Source
4.3","Scottsdale, AZ",AZ,108.5,"Santa Clara, CA",51 to 200 employees,-1,-1
1036,Senior Data Analyst,$69 ,Green Lion Search Group,"Tempe, AZ",AZ,108.5,-1,-1,-1,-1
1037,ETL QA / Data Analyst,$69 ,"Pegasus Knowledge Solutions
4.2","Scottsdale, AZ",AZ,108.5,"Schaumburg, IL",201 to 500 employees,-1,Accounting
1038,Analyst Pharmacy Quality Data,$69 ,"AllianceRx Walgreens Prime
2.7","Tempe, AZ",AZ,108.5,"Orlando, FL",1001 to 5000 employees,2017,Biotech & Pharmaceuticals
1039,"Analyst, Global Data Governance & Strategy",$69 ,"Circle K Stores, Inc.
2.9","Tempe, AZ",AZ,108.5,"Tempe, AZ",10000+ employees,1951,Gas Stations
1040,SQL/SAS Data Analyst,$69 ,"Signature Consultants
3.6","Chandler, AZ",AZ,108.5,"Fort Lauderdale, FL",1001 to 5000 employees,1997,Staffing & Outsourcing
1041,Senior Data Analyst,$69 ,Pure Flix Digital,"Scottsdale, AZ",AZ,108.5,-1,-1,-1,-1
1042,Risk/Regulatory Reporting Project Data Analyst,$69 ,"MUFG
3.1","Tempe, AZ",AZ,108.5,"Tokyo, Japan",10000+ employees,1864,Banks & Credit Unions
1043,Data Architect /Data Modeler/Data Analyst,$69 ,"Softcom Systems
4.4","Phoenix, AZ",AZ,108.5,"Princeton, NJ",1 to 50 employees,-1,IT Services
1044,Data Analyst - Mid-Level,$69 ,"The Judge Group, Inc.
3.5","Tempe, AZ",AZ,108.5,"Wayne, PA",1001 to 5000 employees,1970,Staffing & Outsourcing
1045,Sr. Data Business Analyst-Docutech,$69 ,"First American Financial Corporation
3.4","Scottsdale, AZ",AZ,108.5,"Santa Ana, CA",10000+ employees,1889,Insurance Carriers
1046,Information Security Data Analyst,$69 ,"ICST, LLC
3.6","Glendale, AZ",AZ,108.5,"South Portland, ME",501 to 1000 employees,1996,Staffing & Outsourcing
1047,Financial and Data Analyst,$69 ,"Equity Methods
3.8","Scottsdale, AZ",AZ,108.5,"Scottsdale, AZ",51 to 200 employees,-1,Consulting
1048,Transportation Data Analyst,$69 ,Desert Choice Transport,"Glendale, AZ",AZ,108.5,-1,-1,-1,-1
1049,Civil Engineer/GIS Data Analyst,$69 ,"Stantec
3.7","Chandler, AZ",AZ,108.5,"Edmonton, Canada",10000+ employees,1954,Architectural & Engineering Services
1050,IT Data Protection Analyst,$69 ,"CSAA Insurance Group
3.7","Glendale, AZ",AZ,108.5,"Walnut Creek, CA",1001 to 5000 employees,1914,Insurance Carriers
1051,Business Intelligence - Data Analyst,$69 ,"Crisis Response Network
3.8","Tempe, AZ",AZ,108.5,"Tempe, AZ",51 to 200 employees,2007,Health Care Services & Hospitals
1052,"Junior Data Analyst-Phoenix, AZ",$69 ,"Georgia IT Inc.
5.0","Phoenix, AZ",AZ,108.5,"Alpharetta, GA",1 to 50 employees,-1,-1
1053,"Data Analyst- San Antonio, Des Moines",$69 ,"Kforce
4.1","Chandler, AZ",AZ,108.5,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1054,Data Analyst Senior,$69 ,"Kineticom
4.1","Chandler, AZ",AZ,108.5,"San Diego, CA",201 to 500 employees,2000,Staffing & Outsourcing
1429,Sr. Enterprise BI Data Analyst,$68 ,"DJO Global
3.0","Dallas, TX",TX,89.1,"Dallas, TX",5001 to 10000 employees,1978,Health Care Products Manufacturing
1430,Data/Business Solutions Analyst - Jr,$68 ,"Kforce
4.1","Plano, TX",TX,89.1,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1431,System Analyst(Big Data/Hadoop),$68 ,"silverXis inc
4.0","Irving, TX",TX,89.1,-1,1 to 50 employees,-1,IT Services
1432,Pricing Data Analyst,$68 ,"Kforce
4.1","Plano, TX",TX,89.1,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1433,Data Management Analyst,$68 ,"Community Hospital Corporation
3.2","Plano, TX",TX,89.1,"Plano, TX",1001 to 5000 employees,1996,Health Care Services & Hospitals
1434,Application Vulnerability Governance Lead Data Analyst,$68 ,"Citi
3.7","Irving, TX",TX,89.1,"New York, NY",10000+ employees,1812,Investment Banking & Asset Management
1435,SAP Data Analyst (Contract),$68 ,"Two95 International Inc.
4.0","Irving, TX",TX,89.1,"Cherry Hill, NJ",1 to 50 employees,-1,Staffing & Outsourcing
1436,LAWSON LANDMARK DATA EXTRACT ANALYST,$68 ,"CTG
3.5","Dallas, TX",TX,89.1,"New York, NY",Unknown,-1,-1
1437,Business Analytics Analyst II (Data Concierge),$68 ,"University of Texas at Arlington
4.2","Arlington, TX",TX,89.1,"Arlington, TX",1001 to 5000 employees,1967,Colleges & Universities
1438,Data Science Sr. Analyst,$68 ,"Radiant Digital
4.5","Dallas, TX",TX,89.1,"New York, NY",1 to 50 employees,-1,-1
1439,Data Analyst -0517 Suv,$68 ,"Vastika
3.8","Irving, TX",TX,89.1,"Irving, TX",1 to 50 employees,-1,"Health, Beauty, & Fitness"
1440,Network Data Analyst,$68 ,"PeopleNTech LLC
4.3","Dallas, TX",TX,89.1,"Vienna, VA",1 to 50 employees,-1,IT Services
1441,Technical Data Analyst Accounting,$68 ,"eTeam Inc.
3.7","Irving, TX",TX,89.1,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing
1442,Data Analyst: II (Intermediate),$68 ,"Ava Consulting
4.4","Irving, TX",TX,89.1,"Dallas, TX",1 to 50 employees,-1,IT Services
1443,Senior Enterprise Data Management Analyst,$68 ,"Molex
3.1","Dallas, TX",TX,89.1,"Lisle, IL",10000+ employees,1938,Electrical & Electronic Manufacturing
1444,Data Quality Analyst,$68 ,"Net2Source
3.2","Richardson, TX",TX,89.1,"Somerset, NJ",1001 to 5000 employees,2007,Staffing & Outsourcing
1445,Data Analyst - IT Administrator,$68 ,"ClientSolv Technologies
3.3","Allen, TX",TX,89.1,"Greenwood Village, CO",51 to 200 employees,1994,IT Services
1446,Senior Data Analyst,$68 ,"Ho Chunk
2.8","Arlington, TX",TX,89.1,"Winnebago, NE",201 to 500 employees,1995,Convenience Stores & Truck Stops
1447,Data Analyst Lead - Air/Technical Operations,$68 ,"Lorven Technologies Inc
4.0","Richardson, TX",TX,89.1,"Plainsboro, NJ",1 to 50 employees,-1,Accounting
1448,"Analyst, Client Data II",$68 ,"Mosaic Sales Solutions
3.4","Irving, TX",TX,89.1,"Irving, TX",5001 to 10000 employees,1947,Advertising & Marketing
1449,DATA ENGINEER / DATA ANALYST,$68 ,"Diverse Lynx
3.9","Plano, TX",TX,89.1,"Princeton, NJ",501 to 1000 employees,2002,IT Services
1450,Jr. Data Warehouse Systems Analyst,$68 ,"Net2Source
3.2","Richardson, TX",TX,89.1,"Somerset, NJ",1001 to 5000 employees,2007,Staffing & Outsourcing
1451,"Data Management Analyst in Plano, TX at Community Hospital Corporation",$68 ,"Community Hospital
3.5","Plano, TX",TX,89.1,"Tallassee, AL",201 to 500 employees,-1,Health Care Services & Hospitals
1452,QA Automation Analyst with Big data technology,$68 ,"TECHNOCRAFT Solutions
3.4","Richardson, TX",TX,89.1,"Hilliard, OH",1 to 50 employees,-1,Advertising & Marketing
1453,Data Analyst Lead - Commercial,$68 ,"Lorven Technologies Inc
4.0","Richardson, TX",TX,89.1,"Plainsboro, NJ",1 to 50 employees,-1,Accounting
1454,Senior Data Analyst - Property Operations,$68 ,"Mill Creek Residential Trust
4.3","Dallas, TX",TX,89.1,"Boca Raton, FL",501 to 1000 employees,2011,Real Estate
1455,Sr Data Management Analyst,$68 ,"Employbridge
3.5","Irving, TX",TX,89.1,"Atlanta, GA",1001 to 5000 employees,2006,Staffing & Outsourcing
1740,"Data Analyst, Military Forecasting",$68 ,"Textron
3.3","Fort Worth, TX",TX,89.1,"Providence, RI",10000+ employees,1923,Aerospace & Defense
1741,Human Performance Data Analyst,$68 ,"Reef Systems
4.6","Fort Worth, TX",TX,89.1,"Cary, NC",1 to 50 employees,-1,-1
1742,Medical Data Analyst,$68 ,"CornerStone Staffing
3.8","Fort Worth, TX",TX,89.1,"Grand Prairie, TX",51 to 200 employees,1991,Staffing & Outsourcing
1743,Data Analyst,$68 ,Thinkfind Corporation,"Fort Worth, TX",TX,89.1,"Richardson, TX",1 to 50 employees,2011,IT Services
1744,"Data Analyst, Military Forecasting",$68 ,"Bell Helicopter
3.9","Fort Worth, TX",TX,89.1,"Fort Worth, TX",5001 to 10000 employees,1935,Aerospace & Defense
1745,Data Reporting Analyst,$68 ,"E Business International
3.1","Fort Worth, TX",TX,89.1,"Princeton, NJ",51 to 200 employees,1992,IT Services
1746,Data Analyst,$68 ,"InfoVision, Inc.
4.4","Irving, TX",TX,89.1,"Richardson, TX",1001 to 5000 employees,1995,IT Services
1747,Data Analyst Assistant,$68 ,"Company Confidenital
5.0","Fort Worth, TX",TX,89.1,"Tulsa, OK",51 to 200 employees,2006,Staffing & Outsourcing
1748,Systems Engineer - Data Analyst (Level 3),$68 ,"Lockheed Martin
3.8","Fort Worth, TX",TX,89.1,"Bethesda, MD",10000+ employees,1995,Aerospace & Defense
1749,Sr Data Analyst,$68 ,"GM Financial
2.9","Fort Worth, TX",TX,89.1,"Fort Worth, TX",5001 to 10000 employees,1992,Lending
1750,Data/Sales Analyst,$68 ,Samsung HVAC,"Roanoke, TX",TX,89.1,"Roanoke, TX",51 to 200 employees,-1,Commercial Equipment Repair & Maintenance
1795,Analytic Consultant 4 - Data Analyst,$68 ,"Wells Fargo
3.6","Charlotte, NC",NC,103.3,"San Francisco, CA",10000+ employees,1852,Banks & Credit Unions
1796,Operations Data Analyst,$68 ,"Brighthouse Financial
3.8","Charlotte, NC",NC,103.3,"Charlotte, NC",1001 to 5000 employees,2017,Insurance Carriers
1797,Data Business Analyst,$68 ,"Payzer
5.0","Charlotte, NC",NC,103.3,"Charlotte, NC",51 to 200 employees,-1,-1
1798,Federal - Data Analyst,$68 ,"Accenture
3.9","Charlotte, NC",NC,103.3,"Dublin, Ireland",10000+ employees,1989,Consulting
1799,Data Analyst,$68 ,"Tata Consultancy Services
3.8","Charlotte, NC",NC,103.3,"Mumbai, India",10000+ employees,1968,Computer Hardware & Software
1800,Marketing Data Analyst,$68 ,"Trivest
5.0","Mooresville, NC",NC,103.3,"Coral Gables, FL",1 to 50 employees,1981,Venture Capital & Private Equity
1801,Data Analyst I (Strong Salesforce.com),$68 ,"pureIntegration
3.4","Charlotte, NC",NC,103.3,"Herndon, VA",51 to 200 employees,2004,Enterprise Software & Network Solutions
1802,Data Analyst I,$68 ,"Kforce
4.1","Charlotte, NC",NC,103.3,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1803,Data Analyst,$68 ,"Collabera
4.1","Charlotte, NC",NC,103.3,"Basking Ridge, NJ",10000+ employees,1991,IT Services
