,Job Title,Salary Estimate,Rating,Company Name,Location,State,Headquarters,Size,Founded,Industry,Sector,Revenue
134,Advertising Data Analyst,$59K-$85K (Glassdoor est.),4.3,"Hearst Television, Inc
4.3","New York, NY",NY,"Cincinnati, OH",51 to 200 employees,-1,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD)
135,Product Analyst - Data,$59K-$85K (Glassdoor est.),2.7,"William Hill US
2.7","Jersey City, NJ",NJ,"London, United Kingdom",10000+ employees,1934,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD)
136,Senior Data Analyst,$59K-$85K (Glassdoor est.),4.1,"Rockstar Games
4.1","New York, NY",NY,"New York, NY",1001 to 5000 employees,1998,Video Games,Media,$10 to $25 million (USD)
137,Data Analyst,$59K-$85K (Glassdoor est.),4.4,"ZDAAS
4.4","Brooklyn, NY",NY,"Baltimore, MD",1 to 50 employees,-1,-1,-1,$1 to $5 million (USD)
138,Market Research Data Analyst - Physician Technology,$59K-$85K (Glassdoor est.),3.1,"Decision Resources Group
3.1","New York, NY",NY,"Burlington, MA",1001 to 5000 employees,1990,IT Services,Information Technology,$100 to $500 million (USD)
139,Data Analyst,$59K-$85K (Glassdoor est.),3,"Highbridge Consulting LLC
3.0","New York, NY",NY,"Pleasantville, NY",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
140,Look ML Data Analyst,$59K-$85K (Glassdoor est.),2.9,"NTT DATA, Inc.
2.9","New York, NY",NY,"Singapore, Singapore",201 to 500 employees,-1,Accounting,Accounting & Legal,Unknown / Non-Applicable
141,Data Collection Analyst,$59K-$85K (Glassdoor est.),3.9,"Columbia University
3.9","New York, NY",NY,"New York, NY",10000+ employees,1938,Colleges & Universities,Education,$2 to $5 billion (USD)
142,Data Analyst,$59K-$85K (Glassdoor est.),4.2,"Precision technologies corp
4.2","New York, NY",NY,"New Brunswick, NJ",201 to 500 employees,2008,IT Services,Information Technology,$10 to $25 million (USD)
143,DATA ENTRY/ BILLING ANALYST,$59K-$85K (Glassdoor est.),3.9,"Cactus Holdings
3.9","Queens Village, NY",NY,"Mumbai, India",1001 to 5000 employees,2002,Research & Development,Business Services,Unknown / Non-Applicable
144,Student Persistence Initiative Data Analyst/Scientist,$59K-$85K (Glassdoor est.),4.2,"Cuny Research Foundation
4.2","New York, NY",NY,"New York, NY",10000+ employees,1963,Colleges & Universities,Education,$100 to $500 million (USD)
145,Data Quality Analyst,$59K-$85K (Glassdoor est.),-1,SGA Inc.,"New York, NY",NY,"Bethesda, MD",1 to 50 employees,1996,Architectural & Engineering Services,Business Services,$1 to $5 million (USD)
146,Data Governance Analyst,$59K-$85K (Glassdoor est.),5,"Crossfire Consulting Corporation
5.0","New York, NY",NY,"Yorktown Heights, NY",51 to 200 employees,-1,Consulting,Business Services,$5 to $10 million (USD)
147,Sr. Business Intelligence Engineer / Data Analyst,$59K-$85K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",NY,"Seattle, WA",10000+ employees,1994,Internet,Information Technology,$10+ billion (USD)
148,Data Analyst,$59K-$85K (Glassdoor est.),3.4,"Voice
3.4","Brooklyn, NY",NY,-1,Unknown,-1,-1,-1,Unknown / Non-Applicable
149,Data Analyst,$59K-$85K (Glassdoor est.),2.9,"NTT DATA, Inc.
2.9","New York, NY",NY,"Singapore, Singapore",201 to 500 employees,-1,Accounting,Accounting & Legal,Unknown / Non-Applicable
150,Data Analyst,$43K-$76K (Glassdoor est.),4,"NYU Langone Health
4.0","New York, NY",NY,"New York, NY",10000+ employees,1841,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
151,Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),3.6,"HOMETEAM
3.6","New York, NY",NY,"New York, NY",51 to 200 employees,2013,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
152,Data Analyst I - Geriatrics and Palliative Care,$43K-$76K (Glassdoor est.),3.4,"Mount Sinai Health System
3.4","New York, NY",NY,"New York, NY",10000+ employees,2013,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
153,Data Analyst,$43K-$76K (Glassdoor est.),-1,Monkey Algorithms LLC,"New York, NY",NY,-1,-1,-1,-1,-1,-1
154,Data Analyst/Rochade,$43K-$76K (Glassdoor est.),3.3,"Halcyon Solutions, Inc.
3.3","New York, NY",NY,"Dublin, OH",51 to 200 employees,1992,IT Services,Information Technology,$10 to $25 million (USD)
155,"Data Analyst, Revenue Analytics",$43K-$76K (Glassdoor est.),3.2,"Roman
3.2","New York, NY",NY,"Bloomingdale, IL",201 to 500 employees,-1,-1,-1,$25 to $50 million (USD)
156,Data Analyst,$43K-$76K (Glassdoor est.),3.8,"COUNCIL ON ACCREDITATION
3.8","New York, NY",NY,"New York, NY",51 to 200 employees,1977,Social Assistance,Non-Profit,$10 to $25 million (USD)
157,Data Analyst,$43K-$76K (Glassdoor est.),-1,APR Staffing,"New York, NY",NY,-1,-1,-1,-1,-1,-1
158,"Data Analyst II, Division of Gastroenterology (Research)",$43K-$76K (Glassdoor est.),3.4,"Mount Sinai Health System
3.4","New York, NY",NY,"New York, NY",10000+ employees,2013,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
159,"Data Analyst, Student Success Program",$43K-$76K (Glassdoor est.),3.2,"Child Mind Institute
3.2","New York, NY",NY,"New York, NY",201 to 500 employees,2009,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
160,Big Data QA Analyst with Jupyter notebook,$43K-$76K (Glassdoor est.),3.2,"COOLSOFT
3.2","Newark, NJ",NJ,"Louisville, KY",51 to 200 employees,-1,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD)
161,"Analyst, Data Centers Industry",$43K-$76K (Glassdoor est.),3.3,"451 Research
3.3","New York, NY",NY,"New York, NY",201 to 500 employees,2000,Research & Development,Business Services,Unknown / Non-Applicable
162,Data Analyst,$43K-$76K (Glassdoor est.),-1,Stark HR Consulting LLC,"New York, NY",NY,-1,-1,-1,-1,-1,-1
163,Financial - Data Analyst,$43K-$76K (Glassdoor est.),3.8,"Amenity Analytics
3.8","New York, NY",NY,"New York, NY",51 to 200 employees,2015,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
164,Data Analyst with Data Scanning and Profiling,$43K-$76K (Glassdoor est.),3.3,"Halcyon Solutions, Inc.
3.3","New York, NY",NY,"Dublin, OH",51 to 200 employees,1992,IT Services,Information Technology,$10 to $25 million (USD)
165,Business Analyst - Data Governance,$43K-$76K (Glassdoor est.),4.1,"Rockstar Games
4.1","New York, NY",NY,"New York, NY",1001 to 5000 employees,1998,Video Games,Media,$10 to $25 million (USD)
166,Senior Data Analyst - Health Economist,$43K-$76K (Glassdoor est.),2.9,"Vericred
2.9","New York, NY",NY,"New York, NY",1 to 50 employees,2015,Internet,Information Technology,Unknown / Non-Applicable
167,Lead Data Insights Analyst,$43K-$76K (Glassdoor est.),-1,TapRm,"Brooklyn, NY",NY,"New York, NY",Unknown,-1,-1,-1,Unknown / Non-Applicable
168,Research Analyst (Data Science),$43K-$76K (Glassdoor est.),3.4,"APCO Worldwide
3.4","New York, NY",NY,"Washington, DC",501 to 1000 employees,1984,Consulting,Business Services,$100 to $500 million (USD)
169,Data Management Analyst,$43K-$76K (Glassdoor est.),2.5,"Brooklyn Community Services
2.5","Brooklyn, NY",NY,"Brooklyn, NY",201 to 500 employees,1886,Social Assistance,Non-Profit,$25 to $50 million (USD)
170,Business Analyst / Data Analyst,$43K-$76K (Glassdoor est.),4.4,"Softcom Systems
4.4","Weehawken, NJ",NJ,"Princeton, NJ",1 to 50 employees,-1,IT Services,Information Technology,$1 to $5 million (USD)
171,Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),3.9,"Diverse Lynx
3.9","New York, NY",NY,"Princeton, NJ",501 to 1000 employees,2002,IT Services,Information Technology,$100 to $500 million (USD)
172,Clinical Data Analyst,$43K-$76K (Glassdoor est.),2.3,"Fair Health
2.3","New York, NY",NY,"New York, NY",1 to 50 employees,-1,-1,-1,$10 to $25 million (USD)
173,Sr. Data Profiling Analyst,$43K-$76K (Glassdoor est.),3.6,"UBS
3.6","New York, NY",NY,"Zurich, Switzerland",10000+ employees,1862,Investment Banking & Asset Management,Finance,$10+ billion (USD)
174,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$43K-$76K (Glassdoor est.),-1,"Cowen Group, Inc.","New York, NY",NY,"West Hartford, CT",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
175,Data Analyst,$43K-$76K (Glassdoor est.),3.6,"Workforce Logiq
3.6","Haworth, NJ",NJ,"Orlando, FL",501 to 1000 employees,1999,Consulting,Business Services,$50 to $100 million (USD)
176,Data Analyst,$43K-$76K (Glassdoor est.),3.3,"Cross River Bank
3.3","Fort Lee, NJ",NJ,"Fort Lee, NJ",201 to 500 employees,2008,Banks & Credit Unions,Finance,$50 to $100 million (USD)
177,"Sr. Data Analyst, Revenue Analytics, Peacock",$43K-$76K (Glassdoor est.),3.8,"NBCUniversal
3.8","New York, NY",NY,"New York, NY",10000+ employees,1906,TV Broadcast & Cable Networks,Media,$10+ billion (USD)
178,Senior Data Analyst,$43K-$76K (Glassdoor est.),3.7,"Narrativ
3.7","New York, NY",NY,"New York, NY",1 to 50 employees,2015,Internet,Information Technology,Unknown / Non-Applicable
179,Data Analyst,$43K-$76K (Glassdoor est.),-1,CompuForce,"New York, NY",NY,"New York, NY",Unknown,-1,-1,-1,Unknown / Non-Applicable
180,Senior Data Analyst - Data Cataloging / Data Profiling,$43K-$76K (Glassdoor est.),3.6,"Perficient
3.6","New York, NY",NY,"Saint Louis, MO",1001 to 5000 employees,1998,IT Services,Information Technology,$500 million to $1 billion (USD)
181,Data/Report Analyst,$60K-$110K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","New York, NY",NY,"Plainsboro, NJ",1 to 50 employees,-1,Accounting,Accounting & Legal,Less than $1 million (USD)
182,Senior Data Analyst,$60K-$110K (Glassdoor est.),4.1,"Bounce Exchange
4.1","New York, NY",NY,"New York, NY",201 to 500 employees,2012,Advertising & Marketing,Business Services,Unknown / Non-Applicable
183,Human Capital Data Analyst,$60K-$110K (Glassdoor est.),4.5,"Green Key Resources
4.5","New York, NY",NY,"New York, NY",201 to 500 employees,2004,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
184,GIS Data analyst,$60K-$110K (Glassdoor est.),3.7,"22nd Century Technologies
3.7","New York, NY",NY,"Somerset, NJ",1001 to 5000 employees,1997,IT Services,Information Technology,$25 to $50 million (USD)
185,Junior Data Analytics Solutions Analyst,$60K-$110K (Glassdoor est.),3.1,"Praescient Analytics
3.1","New York, NY",NY,"Alexandria, VA",51 to 200 employees,2011,Consulting,Business Services,$10 to $25 million (USD)
186,Data Analyst,$60K-$110K (Glassdoor est.),-1,"Capgemini America, Inc.","Jersey City, NJ",NJ,-1,-1,-1,-1,-1,-1
187,Data Analyst w/Capital Markets,$60K-$110K (Glassdoor est.),3.7,"Software Guidance & Assistance
3.7","Jersey City, NJ",NJ,"Tarrytown, NY",51 to 200 employees,1981,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
188,"VP, Research Project Analyst/Data Management",$60K-$110K (Glassdoor est.),3.7,"Citi
3.7","New York, NY",NY,"New York, NY",10000+ employees,1812,Investment Banking & Asset Management,Finance,$10+ billion (USD)
189,Food Data Analyst,$60K-$110K (Glassdoor est.),3.2,"Metropolitan Council on Jewish Poverty
3.2","New York, NY",NY,"New York, NY",201 to 500 employees,-1,Social Assistance,Non-Profit,$25 to $50 million (USD)
190,Data Management Analyst,$60K-$110K (Glassdoor est.),3.6,"TSR Consulting
3.6","New York, NY",NY,"Hauppauge, NY",201 to 500 employees,1969,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
191,Data Governance Analyst,$60K-$110K (Glassdoor est.),3.6,"UBS
3.6","Weehawken, NJ",NJ,"Zurich, Switzerland",10000+ employees,1862,Investment Banking & Asset Management,Finance,$10+ billion (USD)
192,"Data Analyst, Enterprise Analytics",$60K-$110K (Glassdoor est.),3.7,"Take-Two Interactive Software, Inc.
3.7","New York, NY",NY,"New York, NY",1001 to 5000 employees,1993,Video Games,Media,$1 to $2 billion (USD)
193,Data Analytics Solutions Analyst - Mid with Security Clearance,$60K-$110K (Glassdoor est.),3.1,"Praescient Analytics
3.1","New York, NY",NY,"Alexandria, VA",51 to 200 employees,2011,Consulting,Business Services,$10 to $25 million (USD)
194,Data Analyst Assistant,$60K-$110K (Glassdoor est.),-1,Teus Health,"Newark, NJ",NJ,-1,-1,-1,-1,-1,-1
195,Investment Management Summer Analyst Program - Office of COO: Data & Analytics,$60K-$110K (Glassdoor est.),3.8,"Morgan Stanley
3.8","New York, NY",NY,"New York, NY",10000+ employees,1935,Investment Banking & Asset Management,Finance,$10+ billion (USD)
196,Data Collection Analyst,$60K-$110K (Glassdoor est.),4.1,"ICAP at Columbia University
4.1","New York, NY",NY,"New York, NY",501 to 1000 employees,2003,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
197,Data Collection Analyst,$60K-$110K (Glassdoor est.),3.8,"Columbia University Medical Center
3.8","New York, NY",NY,"New York, NY",5001 to 10000 employees,-1,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
198,Sr Business /Data Analyst- Reference data,$60K-$110K (Glassdoor est.),3.7,"Xoriant Corporation
3.7","Jersey City, NJ",NJ,"Sunnyvale, CA",1001 to 5000 employees,1990,IT Services,Information Technology,$100 to $500 million (USD)
199,Data Analyst,$60K-$110K (Glassdoor est.),4.7,"The Denzel Group
4.7","South Plainfield, NJ",NJ,"Allentown, PA",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
200,SENIOR DATA ANALYST,$60K-$110K (Glassdoor est.),3.7,"Montefiore Medical
3.7","New York, NY",NY,"Bronx, NY",10000+ employees,1884,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
201,Senior Data Analyst / Scientist,$60K-$110K (Glassdoor est.),3.3,"Cedent Consulting
3.3","New York, NY",NY,"Frisco, TX",1 to 50 employees,-1,Consulting,Business Services,Less than $1 million (USD)
202,Senior Data Analyst - Regulatory Reporting,$60K-$110K (Glassdoor est.),3.4,"ACS
3.4","New York, NY",NY,"Moore, OK",1 to 50 employees,-1,General Repair & Maintenance,"Construction, Repair & Maintenance",$1 to $5 million (USD)
203,Data Reporting Analyst,$60K-$110K (Glassdoor est.),3.2,"NADAP
3.2","New York, NY",NY,"New York, NY",201 to 500 employees,1971,Social Assistance,Non-Profit,Unknown / Non-Applicable
204,Data Governance Analyst,$60K-$110K (Glassdoor est.),-1,SGA Inc.,"New York, NY",NY,"Bethesda, MD",1 to 50 employees,1996,Architectural & Engineering Services,Business Services,$1 to $5 million (USD)
205,Data Analyst,$60K-$110K (Glassdoor est.),-1,Newspaper Administration,"New York, NY",NY,-1,-1,-1,-1,-1,-1
206,Senior Data Analyst (6-12 Month Contract-Remote),$60K-$110K (Glassdoor est.),5,"VISTRADA
5.0","New York, NY",NY,"New York, NY",1 to 50 employees,-1,Advertising & Marketing,Business Services,$1 to $5 million (USD)
207,"Principal Data Analyst, LATAM – Disney Streaming Services",$60K-$110K (Glassdoor est.),3.6,"Disney Streaming Services
3.6","New York, NY",NY,"New York, NY",501 to 1000 employees,2018,Internet,Information Technology,Unknown / Non-Applicable
208,Data Analyst- Win 10 Migration- NYC,$60K-$110K (Glassdoor est.),3,"Royal Communications Consultants Inc
3.0","New York, NY",NY,"New York, NY",1 to 50 employees,-1,IT Services,Information Technology,$1 to $5 million (USD)
209,Data Analyst (35 hours/week),$60K-$110K (Glassdoor est.),3.5,"CASES
3.5","New York, NY",NY,"Brooklyn, NY",201 to 500 employees,1989,Social Assistance,Non-Profit,$10 to $25 million (USD)
210,Tech Business/Data Analyst,$60K-$110K (Glassdoor est.),1,"Sphinix Network Solutions Inc.
1.0","New York, NY",NY,"New York, NY",1 to 50 employees,-1,IT Services,Information Technology,Less than $1 million (USD)
211,Data Analyst,$41K-$78K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","New York, NY",NY,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
212,"Senior Data Analyst, Financial Services",$41K-$78K (Glassdoor est.),5,"Earnest Research
5.0","New York, NY",NY,"New York, NY",51 to 200 employees,2012,Research & Development,Business Services,Unknown / Non-Applicable
213,"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor",$41K-$78K (Glassdoor est.),3.8,"Bloomberg
3.8","New York, NY",NY,"New York, NY",10000+ employees,1981,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
214,Data Analyst,$41K-$78K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","New York, NY",NY,"Newark, CA",51 to 200 employees,-1,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
215,Data Analyst,$41K-$78K (Glassdoor est.),3.3,"Acacia Network
3.3","Bronx, NY",NY,"Bronx, NY",1001 to 5000 employees,1966,Social Assistance,Non-Profit,$100 to $500 million (USD)
216,Senior Data Analyst,$41K-$78K (Glassdoor est.),-1,Miller Cang Agency,"New York, NY",NY,-1,-1,-1,-1,-1,-1
217,Data Remediation Analyst-EK020719A/JL,$41K-$78K (Glassdoor est.),3.5,"EDP World, Inc.
3.5","New York, NY",NY,"New York, NY",1 to 50 employees,1968,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
218,Business Analyst - Chief Data Office,$41K-$78K (Glassdoor est.),3.7,"Citi
3.7","New York, NY",NY,"New York, NY",10000+ employees,1812,Investment Banking & Asset Management,Finance,$10+ billion (USD)
219,"Senior Analyst, Data Instrumentation & Quality (Disney+)",$41K-$78K (Glassdoor est.),4,"Walt Disney Co.
4.0","New York, NY",NY,"Burbank, CA",10000+ employees,1923,Motion Picture Production & Distribution,Media,$10+ billion (USD)
220,Sr. Data Analyst,$41K-$78K (Glassdoor est.),3.4,"NTT DATA
3.4","New York, NY",NY,"Tokyo, Japan",10000+ employees,1967,IT Services,Information Technology,$10+ billion (USD)
221,Big Data Programmer Analyst,$41K-$78K (Glassdoor est.),3.6,"TSR, Inc.
3.6","Jersey City, NJ",NJ,"Hauppauge, NY",201 to 500 employees,1969,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
222,Lead Data Analyst,$41K-$78K (Glassdoor est.),-1,Attentive,"New York, NY",NY,"Braga, Portugal",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
223,Data Analyst,$41K-$78K (Glassdoor est.),3.5,"Fidelis Group
3.5","Little Ferry, NJ",NJ,"Little Ferry, NJ",51 to 200 employees,-1,Consulting,Business Services,$10 to $25 million (USD)
224,Data Governance Analyst,$41K-$78K (Glassdoor est.),3.4,"Eclaro
3.4","New York, NY",NY,"New York, NY",501 to 1000 employees,1999,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
225,Client Service Data Analyst,$41K-$78K (Glassdoor est.),4.1,"Phyton Talent Advisors
4.1","New York, NY",NY,"New York, NY",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
226,Financial Data Analyst - Accounting - D3529,$41K-$78K (Glassdoor est.),4.2,"Source of Future Technology Inc
4.2","New York, NY",NY,"New York, NY",1 to 50 employees,1981,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
227,Data / Business Analyst (SQL/Tableau),$41K-$78K (Glassdoor est.),-1,Wayne Technologies - CHURN,"New York, NY",NY,-1,-1,-1,-1,-1,-1
228,"Data Processing & Performance Analyst New York, NY",$41K-$78K (Glassdoor est.),2.7,"Brink's
2.7","New York, NY",NY,"Richmond, VA",10000+ employees,1859,Security Services,Business Services,$2 to $5 billion (USD)
